/home/wenjun/anaconda2/bin/python2.7 /home/wenjun/AnacondaProjects/on_my_git/DCN/run_raw_mnist.py
/home/wenjun/anaconda2/lib/python2.7/site-packages/theano/gpuarray/dnn.py:135: UserWarning: Your cuDNN version is more recent than Theano. If you encounter problems, try updating Theano or downgrading cuDNN to version 5.1.
Pre-training layer 0, epoch 30, cost  0.394964064146
Pre-training layer 0, epoch 31, cost  0.391874545349
Pre-training layer 0, epoch 32, cost  0.388907050873
Pre-training layer 0, epoch 33, cost  0.386085871466
Pre-training layer 0, epoch 34, cost  0.383384185975
Pre-training layer 0, epoch 35, cost  0.380757421847
Pre-training layer 0, epoch 36, cost  0.378221205152
Pre-training layer 0, epoch 37, cost  0.375813229398
Pre-training layer 0, epoch 38, cost  0.373498536464
Pre-training layer 0, epoch 39, cost  0.371264822555
Pre-training layer 0, epoch 40, cost  0.369113377221
Pre-training layer 0, epoch 41, cost  0.366986321102
Pre-training layer 0, epoch 42, cost  0.364937116885
Pre-training layer 0, epoch 43, cost  0.362970790478
Pre-training layer 0, epoch 44, cost  0.361076943884
Pre-training layer 0, epoch 45, cost  0.3592346715
Pre-training layer 0, epoch 46, cost  0.3574082127
Pre-training layer 0, epoch 47, cost  0.355520380903
Pre-training layer 0, epoch 48, cost  0.353804336634
Pre-training layer 0, epoch 49, cost  0.352150913717
Pre-training layer 1, epoch 0, cost  3.87348721088
Pre-training layer 1, epoch 1, cost  1.01509175782
Pre-training layer 1, epoch 2, cost  0.733102108413
Pre-training layer 1, epoch 3, cost  0.612789208647
Pre-training layer 1, epoch 4, cost  0.542770286261
Pre-training layer 1, epoch 5, cost  0.496032699528
Pre-training layer 1, epoch 6, cost  0.460212481034
Pre-training layer 1, epoch 7, cost  0.432406127724
Pre-training layer 1, epoch 8, cost  0.40906878054
Pre-training layer 1, epoch 9, cost  0.39016297081
Pre-training layer 1, epoch 10, cost  0.373785357988
Pre-training layer 1, epoch 11, cost  0.359538284819
Pre-training layer 1, epoch 12, cost  0.346902033177
Pre-training layer 1, epoch 13, cost  0.3357046757
Pre-training layer 1, epoch 14, cost  0.325729833507
Pre-training layer 1, epoch 15, cost  0.31681224219
Pre-training layer 1, epoch 16, cost  0.30846135571
Pre-training layer 1, epoch 17, cost  0.300973553911
Pre-training layer 1, epoch 18, cost  0.29481868264
Pre-training layer 1, epoch 19, cost  0.288202944284
Pre-training layer 1, epoch 20, cost  0.282064942655
Pre-training layer 1, epoch 21, cost  0.276649640084
Pre-training layer 1, epoch 22, cost  0.27134265254
Pre-training layer 1, epoch 23, cost  0.266542155445
Pre-training layer 1, epoch 24, cost  0.262495919139
Pre-training layer 1, epoch 25, cost  0.258180050204
Pre-training layer 1, epoch 26, cost  0.254634777179
Pre-training layer 1, epoch 27, cost  0.251006305711
Pre-training layer 1, epoch 28, cost  0.247353649566
Pre-training layer 1, epoch 29, cost  0.244041134955
Pre-training layer 1, epoch 30, cost  0.241003611489
Pre-training layer 1, epoch 31, cost  0.238053940633
Pre-training layer 1, epoch 32, cost  0.235187338014
Pre-training layer 1, epoch 33, cost  0.23266464689
Pre-training layer 1, epoch 34, cost  0.230629928309
Pre-training layer 1, epoch 35, cost  0.227659602843
Pre-training layer 1, epoch 36, cost  0.225495873771
Pre-training layer 1, epoch 37, cost  0.223200628044
Pre-training layer 1, epoch 38, cost  0.221192632632
Pre-training layer 1, epoch 39, cost  0.219120771702
Pre-training layer 1, epoch 40, cost  0.217156587032
Pre-training layer 1, epoch 41, cost  0.215321294456
Pre-training layer 1, epoch 42, cost  0.213855605476
Pre-training layer 1, epoch 43, cost  0.2122206695
Pre-training layer 1, epoch 44, cost  0.210402896888
Pre-training layer 1, epoch 45, cost  0.208796766128
Pre-training layer 1, epoch 46, cost  0.207544875787
Pre-training layer 1, epoch 47, cost  0.205975687791
Pre-training layer 1, epoch 48, cost  0.204606857497
Pre-training layer 1, epoch 49, cost  0.203243782895
Pre-training layer 2, epoch 0, cost  4.81564773474
Pre-training layer 2, epoch 1, cost  1.40885719132
Pre-training layer 2, epoch 2, cost  1.07055988311
Pre-training layer 2, epoch 3, cost  0.907951388669
Pre-training layer 2, epoch 4, cost  0.813493432136
Pre-training layer 2, epoch 5, cost  0.73679112413
Pre-training layer 2, epoch 6, cost  0.693792866425
Pre-training layer 2, epoch 7, cost  0.651290947974
Pre-training layer 2, epoch 8, cost  0.63010044233
Pre-training layer 2, epoch 9, cost  0.605741130982
Pre-training layer 2, epoch 10, cost  0.591547511285
Pre-training layer 2, epoch 11, cost  0.564562862553
Pre-training layer 2, epoch 12, cost  0.560549962839
Pre-training layer 2, epoch 13, cost  0.541284153843
Pre-training layer 2, epoch 14, cost  0.529293053093
Pre-training layer 2, epoch 15, cost  0.520632770899
Pre-training layer 2, epoch 16, cost  0.513906322422
Pre-training layer 2, epoch 17, cost  0.505125351444
Pre-training layer 2, epoch 18, cost  0.495989804783
Pre-training layer 2, epoch 19, cost  0.498693236886
Pre-training layer 2, epoch 20, cost  0.484612134862
Pre-training layer 2, epoch 21, cost  0.481365162858
Pre-training layer 2, epoch 22, cost  0.478208159774
Pre-training layer 2, epoch 23, cost  0.472219894643
Pre-training layer 2, epoch 24, cost  0.46790233445
Pre-training layer 2, epoch 25, cost  0.463449750801
Pre-training layer 2, epoch 26, cost  0.459235015066
Pre-training layer 2, epoch 27, cost  0.456127028256
Pre-training layer 2, epoch 28, cost  0.455140849735
Pre-training layer 2, epoch 29, cost  0.451932334932
Pre-training layer 2, epoch 30, cost  0.449153688428
Pre-training layer 2, epoch 31, cost  0.446694479229
Pre-training layer 2, epoch 32, cost  0.444681719826
Pre-training layer 2, epoch 33, cost  0.442352120013
Pre-training layer 2, epoch 34, cost  0.440548330146
Pre-training layer 2, epoch 35, cost  0.438361324071
Pre-training layer 2, epoch 36, cost  0.436738065214
Pre-training layer 2, epoch 37, cost  0.43506730556
Pre-training layer 2, epoch 38, cost  0.433853716938
Pre-training layer 2, epoch 39, cost  0.432297612719
Pre-training layer 2, epoch 40, cost  0.431013683294
Pre-training layer 2, epoch 41, cost  0.429663451302
Pre-training layer 2, epoch 42, cost  0.428432961089
Pre-training layer 2, epoch 43, cost  0.427270500909
Pre-training layer 2, epoch 44, cost  0.42624648739
Pre-training layer 2, epoch 45, cost  0.425172393933
Pre-training layer 2, epoch 46, cost  0.423974701755
Pre-training layer 2, epoch 47, cost  0.422814270661
Pre-training layer 2, epoch 48, cost  0.422001915111
Pre-training layer 2, epoch 49, cost  0.421178610576
Pre-training layer 3, epoch 0, cost  3.61103960719
Pre-training layer 3, epoch 1, cost  0.701998103323
Pre-training layer 3, epoch 2, cost  0.444075159445
Pre-training layer 3, epoch 3, cost  0.312460507268
Pre-training layer 3, epoch 4, cost  0.242106241868
Pre-training layer 3, epoch 5, cost  0.192856904447
Pre-training layer 3, epoch 6, cost  0.165402000667
Pre-training layer 3, epoch 7, cost  0.144705833281
Pre-training layer 3, epoch 8, cost  0.12558228162
Pre-training layer 3, epoch 9, cost  0.11302934213
Pre-training layer 3, epoch 10, cost  0.103986611269
Pre-training layer 3, epoch 11, cost  0.0963968888242
Pre-training layer 3, epoch 12, cost  0.0890217715064
Pre-training layer 3, epoch 13, cost  0.0831230828583
Pre-training layer 3, epoch 14, cost  0.0784353627056
Pre-training layer 3, epoch 15, cost  0.0737748556825
Pre-training layer 3, epoch 16, cost  0.0700358248598
Pre-training layer 3, epoch 17, cost  0.0664931348027
Pre-training layer 3, epoch 18, cost  0.0634395961492
Pre-training layer 3, epoch 19, cost  0.0607151439492
Pre-training layer 3, epoch 20, cost  0.0582728294662
Pre-training layer 3, epoch 21, cost  0.0560149696571
Pre-training layer 3, epoch 22, cost  0.0538874599971
Pre-training layer 3, epoch 23, cost  0.0517315662973
Pre-training layer 3, epoch 24, cost  0.0495288229073
Pre-training layer 3, epoch 25, cost  0.0476225575839
Pre-training layer 3, epoch 26, cost  0.0460381195396
Pre-training layer 3, epoch 27, cost  0.0445910999825
Pre-training layer 3, epoch 28, cost  0.0430027146527
Pre-training layer 3, epoch 29, cost  0.0416151039235
Pre-training layer 3, epoch 30, cost  0.0403226824728
Pre-training layer 3, epoch 31, cost  0.0390340193191
Pre-training layer 3, epoch 32, cost  0.0378479543984
Pre-training layer 3, epoch 33, cost  0.0367080777799
Pre-training layer 3, epoch 34, cost  0.0356233156196
Pre-training layer 3, epoch 35, cost  0.0345975701533
Pre-training layer 3, epoch 36, cost  0.0336078026966
Pre-training layer 3, epoch 37, cost  0.0326351429686
Pre-training layer 3, epoch 38, cost  0.031683257764
Pre-training layer 3, epoch 39, cost  0.0307414674987
Pre-training layer 3, epoch 40, cost  0.0297716861892
Pre-training layer 3, epoch 41, cost  0.0289265848083
Pre-training layer 3, epoch 42, cost  0.0283719276587
Pre-training layer 3, epoch 43, cost  0.0278317452872
Pre-training layer 3, epoch 44, cost  0.0271910219831
Pre-training layer 3, epoch 45, cost  0.0265815721111
Pre-training layer 3, epoch 46, cost  0.0259930787093
Pre-training layer 3, epoch 47, cost  0.0254375017474
Pre-training layer 3, epoch 48, cost  0.0248600545796
Pre-training layer 3, epoch 49, cost  0.024256169368
Pre-training layer 4, epoch 0, cost  4.23630465092
Pre-training layer 4, epoch 1, cost  1.15978847091
Pre-training layer 4, epoch 2, cost  0.957109401839
Pre-training layer 4, epoch 3, cost  0.92134627216
Pre-training layer 4, epoch 4, cost  0.903805182125
Pre-training layer 4, epoch 5, cost  0.89139910549
Pre-training layer 4, epoch 6, cost  0.882396088955
Pre-training layer 4, epoch 7, cost  0.875232343055
Pre-training layer 4, epoch 8, cost  0.869360450306
Pre-training layer 4, epoch 9, cost  0.864465485362
Pre-training layer 4, epoch 10, cost  0.860234601813
Pre-training layer 4, epoch 11, cost  0.856578743053
Pre-training layer 4, epoch 12, cost  0.853377766182
Pre-training layer 4, epoch 13, cost  0.850536514666
Pre-training layer 4, epoch 14, cost  0.847979506412
Pre-training layer 4, epoch 15, cost  0.845693314746
Pre-training layer 4, epoch 16, cost  0.843612172072
Pre-training layer 4, epoch 17, cost  0.841684821871
Pre-training layer 4, epoch 18, cost  0.839882779521
Pre-training layer 4, epoch 19, cost  0.838287616804
Pre-training layer 4, epoch 20, cost  0.836792417
Pre-training layer 4, epoch 21, cost  0.835401552077
Pre-training layer 4, epoch 22, cost  0.834103820063
Pre-training layer 4, epoch 23, cost  0.832932304815
Pre-training layer 4, epoch 24, cost  0.831784880765
Pre-training layer 4, epoch 25, cost  0.830742259253
Pre-training layer 4, epoch 26, cost  0.829758574038
Pre-training layer 4, epoch 27, cost  0.828818081504
Pre-training layer 4, epoch 28, cost  0.827964282747
Pre-training layer 4, epoch 29, cost  0.827136671196
Pre-training layer 4, epoch 30, cost  0.826351262475
Pre-training layer 4, epoch 31, cost  0.825614973672
Pre-training layer 4, epoch 32, cost  0.824959902515
Pre-training layer 4, epoch 33, cost  0.824336044773
Pre-training layer 4, epoch 34, cost  0.823670461756
Pre-training layer 4, epoch 35, cost  0.823045012925
Pre-training layer 4, epoch 36, cost  0.822486490462
Pre-training layer 4, epoch 37, cost  0.821917741652
Pre-training layer 4, epoch 38, cost  0.821408811294
Pre-training layer 4, epoch 39, cost  0.820893696385
Pre-training layer 4, epoch 40, cost  0.820417259829
Pre-training layer 4, epoch 41, cost  0.819939363786
Pre-training layer 4, epoch 42, cost  0.819536546855
Pre-training layer 4, epoch 43, cost  0.819094649802
Pre-training layer 4, epoch 44, cost  0.81870392892
Pre-training layer 4, epoch 45, cost  0.818311300248
Pre-training layer 4, epoch 46, cost  0.817949650152
Pre-training layer 4, epoch 47, cost  0.817606138356
Pre-training layer 4, epoch 48, cost  0.817277041268
Pre-training layer 4, epoch 49, cost  0.816933440633
Pre-training layer 5, epoch 0, cost  5.47164519062
Pre-training layer 5, epoch 1, cost  3.46313283331
Pre-training layer 5, epoch 2, cost  3.44666836641
Pre-training layer 5, epoch 3, cost  3.44208365504
Pre-training layer 5, epoch 4, cost  3.43974876011
Pre-training layer 5, epoch 5, cost  3.4380838169
Pre-training layer 5, epoch 6, cost  3.43669105466
Pre-training layer 5, epoch 7, cost  3.43540891672
Pre-training layer 5, epoch 8, cost  3.43413986832
Pre-training layer 5, epoch 9, cost  3.43279613833
Pre-training layer 5, epoch 10, cost  3.43128249256
Pre-training layer 5, epoch 11, cost  3.42948013422
Pre-training layer 5, epoch 12, cost  3.42722330727
Pre-training layer 5, epoch 13, cost  3.42426774821
Pre-training layer 5, epoch 14, cost  3.42024138772
Pre-training layer 5, epoch 15, cost  3.41460157373
Pre-training layer 5, epoch 16, cost  3.40678789183
Pre-training layer 5, epoch 17, cost  3.39717964025
Pre-training layer 5, epoch 18, cost  3.38850243967
Pre-training layer 5, epoch 19, cost  3.38315405235
Pre-training layer 5, epoch 20, cost  3.38018351921
Pre-training layer 5, epoch 21, cost  3.37828146222
Pre-training layer 5, epoch 22, cost  3.37690700543
Pre-training layer 5, epoch 23, cost  3.3758394894
Pre-training layer 5, epoch 24, cost  3.37496839287
Pre-training layer 5, epoch 25, cost  3.37423093477
Pre-training layer 5, epoch 26, cost  3.37358940929
Pre-training layer 5, epoch 27, cost  3.37302160039
Pre-training layer 5, epoch 28, cost  3.37250992224
Pre-training layer 5, epoch 29, cost  3.37204357357
Pre-training layer 5, epoch 30, cost  3.3716133666
Pre-training layer 5, epoch 31, cost  3.37121515001
Pre-training layer 5, epoch 32, cost  3.37084293336
Pre-training layer 5, epoch 33, cost  3.37049401875
Pre-training layer 5, epoch 34, cost  3.37016459888
Pre-training layer 5, epoch 35, cost  3.36985358577
Pre-training layer 5, epoch 36, cost  3.36955848284
Pre-training layer 5, epoch 37, cost  3.36927802908
Pre-training layer 5, epoch 38, cost  3.36901081951
Pre-training layer 5, epoch 39, cost  3.36875537084
Pre-training layer 5, epoch 40, cost  3.36851133512
Pre-training layer 5, epoch 41, cost  3.36827719581
Pre-training layer 5, epoch 42, cost  3.36805292392
Pre-training layer 5, epoch 43, cost  3.36783755244
Pre-training layer 5, epoch 44, cost  3.36763016109
Pre-training layer 5, epoch 45, cost  3.36743061343
Pre-training layer 5, epoch 46, cost  3.36723825616
Pre-training layer 5, epoch 47, cost  3.36705274626
Pre-training layer 5, epoch 48, cost  3.36687342202
Pre-training layer 5, epoch 49, cost  3.36670020778
The pretraining code for file multi_layer_km.pyc ran for 25.80m
Initial NMI for deep clustering: 0.51
ARI for deep clustering: 0.38
ACC for deep clustering: 0.53
... getting the finetuning functions
... finetunning the model
Fine-tuning epoch 1 ++++
Total cost: 2.08875, Reconstruction: 1.77815, Clustering: 0.31060,
Fine-tuning epoch 2 ++++
Total cost: 1.60305, Reconstruction: 1.29386, Clustering: 0.30919,
Fine-tuning epoch 3 ++++
Total cost: 1.44694, Reconstruction: 1.15196, Clustering: 0.29498,
Fine-tuning epoch 4 ++++
Total cost: 1.35146, Reconstruction: 1.07053, Clustering: 0.28093,
Fine-tuning epoch 5 ++++
Total cost: 1.28968, Reconstruction: 1.01973, Clustering: 0.26995,
Fine-tuning epoch 6 ++++
Total cost: 1.24170, Reconstruction: 0.97999, Clustering: 0.26170,
Fine-tuning epoch 7 ++++
Total cost: 1.20786, Reconstruction: 0.95144, Clustering: 0.25642,
Fine-tuning epoch 8 ++++
Total cost: 1.18246, Reconstruction: 0.93046, Clustering: 0.25200,
Fine-tuning epoch 9 ++++
Total cost: 1.15752, Reconstruction: 0.91026, Clustering: 0.24726,
Fine-tuning epoch 10 ++++
Total cost: 1.13914, Reconstruction: 0.89513, Clustering: 0.24401,
Fine-tuning epoch 11 ++++
Total cost: 1.12075, Reconstruction: 0.87812, Clustering: 0.24263,
Fine-tuning epoch 12 ++++
Total cost: 1.10638, Reconstruction: 0.86677, Clustering: 0.23961,
Fine-tuning epoch 13 ++++
Total cost: 1.09014, Reconstruction: 0.85317, Clustering: 0.23697,
Fine-tuning epoch 14 ++++
Total cost: 1.08168, Reconstruction: 0.84631, Clustering: 0.23537,
Fine-tuning epoch 15 ++++
Total cost: 1.06900, Reconstruction: 0.83528, Clustering: 0.23372,
Fine-tuning epoch 16 ++++
Total cost: 1.05738, Reconstruction: 0.82679, Clustering: 0.23059,
Fine-tuning epoch 17 ++++
Total cost: 1.04876, Reconstruction: 0.81879, Clustering: 0.22997,
Fine-tuning epoch 18 ++++
Total cost: 1.04268, Reconstruction: 0.81361, Clustering: 0.22907,
Fine-tuning epoch 19 ++++
Total cost: 1.03077, Reconstruction: 0.80340, Clustering: 0.22737,
Fine-tuning epoch 20 ++++
Total cost: 1.02374, Reconstruction: 0.79796, Clustering: 0.22578,
Fine-tuning epoch 21 ++++
Total cost: 1.01832, Reconstruction: 0.79225, Clustering: 0.22607,
Fine-tuning epoch 22 ++++
Total cost: 1.00956, Reconstruction: 0.78475, Clustering: 0.22480,
Fine-tuning epoch 23 ++++
Total cost: 0.99370, Reconstruction: 0.77304, Clustering: 0.22066,
Fine-tuning epoch 24 ++++
Total cost: 0.98214, Reconstruction: 0.76341, Clustering: 0.21873,
Fine-tuning epoch 25 ++++
Total cost: 0.97446, Reconstruction: 0.75760, Clustering: 0.21686,
Fine-tuning epoch 26 ++++
Total cost: 0.96489, Reconstruction: 0.74947, Clustering: 0.21542,
Fine-tuning epoch 27 ++++
Total cost: 0.95916, Reconstruction: 0.74377, Clustering: 0.21538,
Fine-tuning epoch 28 ++++
Total cost: 0.95022, Reconstruction: 0.73687, Clustering: 0.21334,
Fine-tuning epoch 29 ++++
Total cost: 0.94208, Reconstruction: 0.72944, Clustering: 0.21263,
Fine-tuning epoch 30 ++++
Total cost: 0.93811, Reconstruction: 0.72572, Clustering: 0.21240,
Fine-tuning epoch 31 ++++
Total cost: 0.92772, Reconstruction: 0.71671, Clustering: 0.21101,
Fine-tuning epoch 32 ++++
Total cost: 0.91916, Reconstruction: 0.70942, Clustering: 0.20973,
Fine-tuning epoch 33 ++++
Total cost: 0.91746, Reconstruction: 0.70698, Clustering: 0.21048,
Fine-tuning epoch 34 ++++
Total cost: 0.90754, Reconstruction: 0.69901, Clustering: 0.20854,
Fine-tuning epoch 35 ++++
Total cost: 0.90391, Reconstruction: 0.69505, Clustering: 0.20886,
Fine-tuning epoch 36 ++++
Total cost: 0.89626, Reconstruction: 0.68938, Clustering: 0.20688,
Fine-tuning epoch 37 ++++
Total cost: 0.89775, Reconstruction: 0.68856, Clustering: 0.20919,
Fine-tuning epoch 38 ++++
Total cost: 0.88438, Reconstruction: 0.67825, Clustering: 0.20613,
Fine-tuning epoch 39 ++++
Total cost: 0.88380, Reconstruction: 0.67796, Clustering: 0.20584,
Fine-tuning epoch 40 ++++
Total cost: 0.87666, Reconstruction: 0.67160, Clustering: 0.20506,
Fine-tuning epoch 41 ++++
Total cost: 0.86999, Reconstruction: 0.66489, Clustering: 0.20510,
Fine-tuning epoch 42 ++++
Total cost: 0.86557, Reconstruction: 0.66188, Clustering: 0.20369,
Fine-tuning epoch 43 ++++
Total cost: 0.85812, Reconstruction: 0.65581, Clustering: 0.20231,
Fine-tuning epoch 44 ++++
Total cost: 0.85488, Reconstruction: 0.65309, Clustering: 0.20179,
Fine-tuning epoch 45 ++++
Total cost: 0.84996, Reconstruction: 0.64803, Clustering: 0.20193,
Fine-tuning epoch 46 ++++
Total cost: 0.84253, Reconstruction: 0.64253, Clustering: 0.20000,
Fine-tuning epoch 47 ++++
Total cost: 0.83889, Reconstruction: 0.63915, Clustering: 0.19974,
Fine-tuning epoch 48 ++++
Total cost: 0.83809, Reconstruction: 0.63797, Clustering: 0.20013,
Fine-tuning epoch 49 ++++
Total cost: 0.82451, Reconstruction: 0.62764, Clustering: 0.19687,
Fine-tuning epoch 50 ++++
Total cost: 0.82556, Reconstruction: 0.62782, Clustering: 0.19774,
Average squared 2-D reconstruction error: 0.6278
NMI for deep clustering: 0.58
ARI for deep clustering: 0.42
ACC for deep clustering: 0.56
The training code for file multi_layer_km.pyc ran for 24.98m
... building the model
... getting the pretraining functions
... pre-training the model
Pre-training layer 0, epoch 0, cost  3.14039052801
Pre-training layer 0, epoch 1, cost  0.979085897808
Pre-training layer 0, epoch 2, cost  0.78839132211
Pre-training layer 0, epoch 3, cost  0.700957574972
Pre-training layer 0, epoch 4, cost  0.647308867654
Pre-training layer 0, epoch 5, cost  0.609071643139
Pre-training layer 0, epoch 6, cost  0.580015162334
Pre-training layer 0, epoch 7, cost  0.556773661218
Pre-training layer 0, epoch 8, cost  0.537617526891
Pre-training layer 0, epoch 9, cost  0.521482417187
Pre-training layer 0, epoch 10, cost  0.507476536857
Pre-training layer 0, epoch 11, cost  0.495190781543
Pre-training layer 0, epoch 12, cost  0.484192089994
Pre-training layer 0, epoch 13, cost  0.474284161099
Pre-training layer 0, epoch 14, cost  0.464754723454
Pre-training layer 0, epoch 15, cost  0.456062677944
Pre-training layer 0, epoch 16, cost  0.448486766059
Pre-training layer 0, epoch 17, cost  0.441576489757
Pre-training layer 0, epoch 18, cost  0.435178337413
Pre-training layer 0, epoch 19, cost  0.429247286533
Pre-training layer 0, epoch 20, cost  0.423737892061
Pre-training layer 0, epoch 21, cost  0.418571296722
Pre-training layer 0, epoch 22, cost  0.413706777829
Pre-training layer 0, epoch 23, cost  0.409138964734
Pre-training layer 0, epoch 24, cost  0.404861288678
Pre-training layer 0, epoch 25, cost  0.400774660861
Pre-training layer 0, epoch 26, cost  0.396910040197
Pre-training layer 0, epoch 27, cost  0.393246895768
Pre-training layer 0, epoch 28, cost  0.389760148212
Pre-training layer 0, epoch 29, cost  0.386451634036
Pre-training layer 0, epoch 30, cost  0.383280852214
Pre-training layer 0, epoch 31, cost  0.380266688518
Pre-training layer 0, epoch 32, cost  0.377373887625
Pre-training layer 0, epoch 33, cost  0.374619107548
Pre-training layer 0, epoch 34, cost  0.37197258819
Pre-training layer 0, epoch 35, cost  0.369431456921
Pre-training layer 0, epoch 36, cost  0.366980413213
Pre-training layer 0, epoch 37, cost  0.364627084263
Pre-training layer 0, epoch 38, cost  0.362375534593
Pre-training layer 0, epoch 39, cost  0.360186652121
Pre-training layer 0, epoch 40, cost  0.358075957308
Pre-training layer 0, epoch 41, cost  0.356040482256
Pre-training layer 0, epoch 42, cost  0.35407816387
Pre-training layer 0, epoch 43, cost  0.352187020303
Pre-training layer 0, epoch 44, cost  0.350369194001
Pre-training layer 0, epoch 45, cost  0.348602391601
Pre-training layer 0, epoch 46, cost  0.346897124715
Pre-training layer 0, epoch 47, cost  0.345233197687
Pre-training layer 0, epoch 48, cost  0.343623431842
Pre-training layer 0, epoch 49, cost  0.342058818808
Pre-training layer 1, epoch 0, cost  3.90660958074
Pre-training layer 1, epoch 1, cost  1.02795402786
Pre-training layer 1, epoch 2, cost  0.742626962591
Pre-training layer 1, epoch 3, cost  0.620728387558
Pre-training layer 1, epoch 4, cost  0.550040496617
Pre-training layer 1, epoch 5, cost  0.501936567626
Pre-training layer 1, epoch 6, cost  0.465718916382
Pre-training layer 1, epoch 7, cost  0.438456908246
Pre-training layer 1, epoch 8, cost  0.41555303506
Pre-training layer 1, epoch 9, cost  0.39591261915
Pre-training layer 1, epoch 10, cost  0.379485885554
Pre-training layer 1, epoch 11, cost  0.364754063125
Pre-training layer 1, epoch 12, cost  0.35216259176
Pre-training layer 1, epoch 13, cost  0.340494199366
Pre-training layer 1, epoch 14, cost  0.330083752915
Pre-training layer 1, epoch 15, cost  0.321316256661
Pre-training layer 1, epoch 16, cost  0.312694482082
Pre-training layer 1, epoch 17, cost  0.305370416925
Pre-training layer 1, epoch 18, cost  0.298012680378
Pre-training layer 1, epoch 19, cost  0.292008249932
Pre-training layer 1, epoch 20, cost  0.285869228176
Pre-training layer 1, epoch 21, cost  0.280198123325
Pre-training layer 1, epoch 22, cost  0.275075039105
Pre-training layer 1, epoch 23, cost  0.270205321672
Pre-training layer 1, epoch 24, cost  0.266272583877
Pre-training layer 1, epoch 25, cost  0.261470168927
Pre-training layer 1, epoch 26, cost  0.257977084831
Pre-training layer 1, epoch 27, cost  0.254040267349
Pre-training layer 1, epoch 28, cost  0.250535515784
Pre-training layer 1, epoch 29, cost  0.247104242802
Pre-training layer 1, epoch 30, cost  0.244109389114
Pre-training layer 1, epoch 31, cost  0.241174123445
Pre-training layer 1, epoch 32, cost  0.238421138437
Pre-training layer 1, epoch 33, cost  0.235778301757
Pre-training layer 1, epoch 34, cost  0.233071833925
Pre-training layer 1, epoch 35, cost  0.230493989642
Pre-training layer 1, epoch 36, cost  0.228041213785
Pre-training layer 1, epoch 37, cost  0.225996723681
Pre-training layer 1, epoch 38, cost  0.22388161663
Pre-training layer 1, epoch 39, cost  0.221832300596
Pre-training layer 1, epoch 40, cost  0.219763050863
Pre-training layer 1, epoch 41, cost  0.21791786856
Pre-training layer 1, epoch 42, cost  0.216097946603
Pre-training layer 1, epoch 43, cost  0.214538177875
Pre-training layer 1, epoch 44, cost  0.212825967789
Pre-training layer 1, epoch 45, cost  0.211193952147
Pre-training layer 1, epoch 46, cost  0.209624131071
Pre-training layer 1, epoch 47, cost  0.208275393693
Pre-training layer 1, epoch 48, cost  0.206790227127
Pre-training layer 1, epoch 49, cost  0.205396380927
Pre-training layer 2, epoch 0, cost  4.80225353291
Pre-training layer 2, epoch 1, cost  1.41296041748
Pre-training layer 2, epoch 2, cost  1.07920563333
Pre-training layer 2, epoch 3, cost  0.911502835993
Pre-training layer 2, epoch 4, cost  0.810104543391
Pre-training layer 2, epoch 5, cost  0.753943711797
Pre-training layer 2, epoch 6, cost  0.692278367517
Pre-training layer 2, epoch 7, cost  0.66943184277
Pre-training layer 2, epoch 8, cost  0.634186142276
Pre-training layer 2, epoch 9, cost  0.605919102988
Pre-training layer 2, epoch 10, cost  0.588444716622
